cui,term,semtype,class
C1516329,Cell Culture System,mbrt,biological
C0449719,Part,spco,location
C0392676,Hyperpyrexia,patf,clinical
C1519630,Transurethral Resection,topp,clinical
C0267406,Mesenteric infarction,dsyn,clinical
C1336745,Thymic Lymphoma,neop,biological
C0021900,Intrauterine Devices,medd,clinical
C0014541,Epiglottitis,dsyn,clinical
C0030011,Oxidation,moft,biological
C0015688,Nonesterified Fatty Acids,orch,biological
C2612546,lipid oxidation,moft,biological
C0040426,Tooth structure,bpoc,location
C0319122,Rheumatoid arthritis virus,virs,pathogen
C0267446,Acute gastroenteritis,dsyn,clinical
C3266910,Dermatologic Surgical Procedures,topp,clinical
C0264865,Valvular endocarditis,dsyn,clinical
C2717970,Cysteine Proteases,"aapp,gngm,enzy",biological
C0699919,Cathepsins B,"aapp,gngm,enzy",biological
C0007425,Cathepsin B Like Proteinase,"aapp,gngm,enzy",biological
C0019932,Hormones,horm,biological
C0013812,electrode,medd,clinical
C0006434,Burn injury,inpo,biological
C0007546,Cefazolin,"antb,orch",biological
C0027603,Neomycin,"antb,orch",biological
C0282090,Laxatives,phsu,biological
C0022417,Joints,bsoj,location
C0031350,Pharyngitis,dsyn,clinical
C1516985,European Organization for Research and Treatment of Cancer,hcro,clinical
C0007735,Cephalothin,"antb,orch",biological
C0220898,Predisposition    attribute,orga,biological
C0178416,Hypoplastic anemia,dsyn,clinical
C0240066,Iron deficiency,dsyn,clinical
C1706005,CD40LG wt Allele,"gngm,aapp",biological
C0597134,oral bacteria,bact,pathogen
C0151773,Bone marrow depression,dsyn,clinical
C1171285,Enabling,menp,clinical
C1292273,Tissue Plasminogen Activator Antigen,imft,biological
C0683317,activity level,fndg,clinical
C0193425,Hepatojejunostomy,topp,clinical
C0265029,Portal vein obstruction,dsyn,clinical
C0203085,Percutaneous transhepatic cholangiography,diap,clinical
C0024659,Mammary Glands  Animal,bpoc,location
C0683517,Involuntary Treatment,topp,clinical
C0279027,Laser Therapy  Low Level,topp,clinical
C0030851,penis,bpoc,location
C0036471,Scrotum,bpoc,location
C0020431,Hyperbaric oxygenation therapy,topp,clinical
C0016709,Fresh frozen plasma,bdsu,biological
C0348000,Instrument   device,medd,clinical
C1112311,Mass of large intestine,dsyn,clinical
C0341321,Disorder of large intestine,dsyn,clinical
C3536784,cytomegalovirus immune globulin  intravenous,"aapp,gngm,imft,phsu",biological
C0041361,Tumor Antigens,"aapp,gngm,imft",biological
C0025914,House mice,mamm,target
C1521751,C57BL 6 Mouse,mamm,target
C0235299,Right upper quadrant pain,sosy,clinical
C0817105,Cystohepatic triangle,blor,location
C0522281,Cryptococcal antigen,imft,biological
C0319886,Cryptococcus albidus,fngs,pathogen
C0085671,Dressing change,topp,clinical
C0850054,iron injection,topp,clinical
C0086524,Laser coagulation,topp,clinical
C0343453,Erysipelothrix septicemia,dsyn,clinical
C0302327,Meningothelial sarcoma,neop,biological
C0679841,treatment program,hlca,clinical
C0149543,Base of skull structure,blor,location
C0010934,Dactinomycin,"aapp,gngm,antb",antibiotic
C0338130,interferon alfa melphalan prednisone,topp,clinical
C0021735,Interferon Alfa 2b,"aapp,gngm,imft,phsu",biological
C0281267,bilateral breast cancer,neop,biological
C0878544,Cardiomyopathies,dsyn,clinical
C0333508,Hemorrhagic necrosis,patf,clinical
C1834932,Hyposplenia,fndg,clinical
C1456820,Tumor Necrosis Factor alpha,"aapp,gngm,imft",biological
C0343442,Listeria Cerebritis,dsyn,clinical
C0278611,busulfan cyclophosphamide,topp,clinical
C3272903,Overall Response,fndg,clinical
C1882518,Quinolone Antibiotic,antb,biological
C0061622,Glycocalyx,celc,biological
C0524461,Structure of lumen of body system,bsoj,location
C0459963,Structure of pulmonary blood vessel,bpoc,location
C0007549,Cefmenoxime,"antb,orch",biological
C0424810,Periorbital swelling,sosy,clinical
C0014392,Enucleation procedure,topp,clinical
C0027543,Avascular necrosis of bone,patf,clinical
C0747111,ovarian vein thrombosis,dsyn,clinical
C1320835,Drug induced hyperpyrexia,patf,clinical
C0746343,Localized Lymphoma,neop,biological
C0066373,N methylformamide,"orch,phsu",biological
C0599739,synergism,moft,biological
C0076686,Timentin,"antb,orch",biological
C0006675,Calcium,"bacs,elii,phsu",biological
C0016658,Fracture,inpo,biological
C0029433,Osteogenesis,ortf,biological
C0029442,Osteomalacia,dsyn,clinical
C0743400,Ejection fraction decreased,fndg,clinical
C3278923,Dilated ventricles  finding ,fndg,clinical
C0232177,Cardiac flow,ortf,biological
C0013832,Electrolytes,"inch,phsu",biological
C0042890,Vitamins,"orch,phsu,vita",biological
C1514521,Prostatic Tissue,tisu,biological
C0742985,debilitation,fndg,clinical
C0027358,Naloxone,orch,biological
C0005834,Collection of blood specimen for laboratory procedure,diap,clinical
C0948216,ovarian adenocarcinoma,neop,biological
C0525037,CDKN2A gene,"gngm,aapp",biological
C0966870,S100 calcium binding protein A10,"aapp,gngm,rcpt",biological
C1539357,EMB gene,"gngm,aapp",biological
C0268790,Renal vascular disorder,dsyn,clinical
C1393571,TRACHEAL COMPRESSION,fndg,clinical
C0039538,Teratoma,neop,biological
C0017278,Gene Products  env,"aapp,gngm,bacs",biological
C2986386,Virus neutralizing Antibody,imft,biological
C0392251,Carbon Dioxide Lasers,medd,clinical
C0040548,Staphylococcus toxin,"bacs,hops",biological
C0015525,Factor XII,"aapp,gngm,bacs",biological
C0033024,Prekallikrein,"aapp,gngm,bacs",biological
C0019536,High Molecular Weight Kininogen protein,"aapp,gngm,bacs",biological
C1453024,SDHD protein  human,"aapp,gngm,enzy",biological
C3887634,DNA Nucleotidylexotransferase  human,"aapp,gngm,enzy",biological
C0317948,Anaerococcus prevotii,bact,pathogen
C1331418,Comfort,menp,clinical
C0597299,protein metabolism,moft,biological
C0032120,Plasma Proteins,"aapp,gngm,bacs",biological
C0002521,Amino Acids  Branched Chain,"aapp,gngm,bacs",biological
C0001898,Alanine,"aapp,gngm,bacs",biological
C0206674,Adenoma  Villous,neop,biological
C0078048,Chickenpox Vaccine,"imft,phsu",biological
C0225828,Myocytes  Cardiac,cell,biological
C1290384,Structural disorder of heart,dsyn,clinical
C0013738,Eikenella corrodens,bact,pathogen
C0010403,Cryoglobulinemia,dsyn,clinical
C0017658,Glomerulonephritis,dsyn,clinical
C0038412,Streptococcus sanguis,bact,pathogen
C0045143,2  5  oligoadenylate,"nnon,phsu",biological
C0026536,Moraxella  genus ,bact,pathogen
C0972401,Boards  medical device ,medd,clinical
C0475468,Esophagogastric,blor,location
C0066520,micronomicin,"orch,phsu",biological
C0333540,Symmetrical gangrene,dsyn,clinical
C0277800,Swinging fever,fndg,clinical
C1535984,Splenic granuloma,dsyn,clinical
C0072348,Protein C Inhibitor,"aapp,gngm,bacs",biological
C0085408,ISCOMs,"imft,phsu",biological
C0042446,Veillonella,bact,pathogen
C2732618,Sessile Serrated Adenoma Polyp,neop,biological
C0014520,Epidermis,tisu,biological
C0544570,Bactericidal activity,phsf,biological
C0010868,Cytotoxin,"bacs,hops",biological
C0320169,Fusarium chlamydosporum,fngs,pathogen
C3697710,Neisseria meningitidis serogroup 29E,bact,pathogen
C1265122,Serratia species,bact,pathogen
C1299043,Salmonella species,bact,pathogen
C0025893,Mezlocillin,"antb,orch",biological
C3887486,Interstitial lung fibrosis,patf,clinical
C0041967,Urethra,bpoc,location
C0055006,cefminox,"antb,orch",biological
C0021880,Intracranial Pressure,ortf,biological
C0429627,Oxygen uptake,fndg,clinical
C3881208,Fluoride gel,phsu,biological
C0520963,Diffuse pain,sosy,clinical
C0040135,Thyroid Hormones,horm,biological
C1320408,Urinary elimination status,fndg,clinical
C3544327,Yersinia enterocolitica Septicaemia,dsyn,clinical
C0002555,Aminoglutethimide,"orch,phsu",biological
C0302090,Granulocyte production,ortf,biological
C1261356,Immune complex assay,lbpr,clinical
C0055670,cyclophosphamide doxorubicin prednisone teniposide protocol,topp,clinical
C0342302,Brittle diabetes,dsyn,clinical
C0038293,Sternum,bpoc,location
C0278839,recurrent skin cancer,neop,biological
C3845876,Consequent,fndg,clinical
C0037210,Sisomicin Sulfate,"orch,phsu",biological
C0024959,Maxillary Sinusitis,dsyn,clinical
C1655270,Endomyocardium,bpoc,location
C0017279,Gene Products  gag,"aapp,gngm,bacs",biological
C0029954,animal Oviduct,bpoc,location
C0201284,Fluorescent antibody measurement,lbpr,clinical
C0771377,Spleen Tissue,tisu,biological
C0014868,Esophagitis,dsyn,clinical
C0004642,Bacteriological Techniques,lbpr,clinical
C0085653,Pyogenic granuloma,neop,biological
C0023416,Leukapheresis,topp,clinical
C0398341,Extracorporeal immunoadsorption,topp,clinical
C0036238,Satellite Viruses,virs,pathogen
C0010927,Dacarbazine,"orch,phsu",biological
C0072634,bleomycin cisplatin vinblastine protocol,topp,clinical
C0581602,Structural modification,topp,clinical
C1881358,Large Mass,fndg,clinical
C3544329,Yersinia Septicaemia,dsyn,clinical
C0920616,neoplasm regression,neop,biological
C0745442,Intravenous Catheters,medd,clinical
C0600061,Serum creatinine level,fndg,clinical
C0019621,Histiocytosis  Langerhans Cell,neop,biological
C0740651,Abdominal symptom,sosy,clinical
C3826556,Clostridium diseases,dsyn,clinical
C0002191,alpha 1 Antitrypsin,"aapp,gngm,bacs,phsu",biological
C0018595,Haptoglobins,"aapp,gngm,bacs",biological
C0029297,Orosomucoid,"aapp,gngm,bacs",biological
C0031507,Phenytoin,"orch,phsu",biological
C0017178,Gastrointestinal Diseases,dsyn,clinical
C1504490,Percutaneous transhepatic cholangiodrainage,topp,clinical
C0018994,Biliary Tract Hemorrhage,dsyn,clinical
C1333963,Liver Neuroendocrine Tumor,neop,biological
C3818725,corticotropin  human,"aapp,gngm,horm,phsu",biological
C1655753,corticotropin secretion,ortf,biological
C0008654,Chromosomes  Human  Pair 12,celc,biological
C0002435,Amdinocillin,"antb,orch",biological
C0006976,Carbenicillin,"antb,orch",biological
C0007557,Cefoxitin,"antb,orch",biological
C0040193,Ticarcillin,"antb,orch",biological
C0023510,Leukocyte Disorders,dsyn,clinical
C1557113,CTCAE Grade 5 Opportunistic Infection,fndg,clinical
C0020885,ileum,bpoc,location
C0282350,Sexual abuse,inpo,biological
C0277552,Sporadic disorder,dsyn,clinical
C1149595,complement activity,moft,biological
C0272242,Complement deficiency disease,dsyn,clinical
C0206677,Adenomatous Polyps,neop,biological
C0017098,Gardnerella vaginalis,bact,pathogen
C0085487,Gardnerella,bact,pathogen
C0009528,Complement Activation,moft,biological
C0021001,Immunoelectrophoresis  Two Dimensional,lbpr,clinical
C0015764,Sarcoma Viruses  Feline,virs,pathogen
C0282649,Fluorescent Antibody Technique  Direct,lbpr,clinical
C0060142,feline oncornavirus associated cell membrane antigen,"aapp,gngm,imft",biological
C1282538,Contrast enema,diap,clinical
C0032483,Polyethylene Glycols,"bodm,orch,phsu",biological
C0227388,Left colon,bpoc,location
C0019340,herpes,dsyn,clinical
C0348321,Hemophilus influenza infection,dsyn,clinical
C1116449,central vein,bpoc,location
C2347379,Observation Result,fndg,clinical
C0007560,Ceftizoxime,"antb,orch",biological
C0700463,Piperacillin Sodium,"antb,orch",biological
C0010930,Dacryocystitis,dsyn,clinical
C0025285,Meninges,bpoc,location
C0948201,alloimmunization,dsyn,clinical
C4489703,Peripheral venous access,topp,clinical
C0520724,Retinal cyst,acab,clinical
C0041466,Typhoid Fever,dsyn,clinical
C0597647,viral leukemogenesis,neop,biological
C0069919,ranpirnase,"aapp,gngm,enzy,phsu",biological
C0277525,Infectious gastroenteritis,dsyn,clinical
C0522794,Heparin therapy,topp,clinical
C1704212,Embolus,fndg,clinical
C0740345,Germ Cell Cancer,neop,biological
C1511341,Bulky Disease,fndg,clinical
C0026979,Avian Myeloblastosis Virus,virs,pathogen
C0520962,Localized pain,sosy,clinical
C1334941,Neoplastic Polyp,neop,biological
C0520767,Staphylococcal endocarditis,dsyn,clinical
C0018800,Cardiomegaly,fndg,clinical
C0225870,Ventricular septum,bpoc,location
C0504053,Wall of left ventricle,bpoc,location
C0031843,physiological aspects,phsf,biological
C0242584,Autoimmune thrombocytopenia,dsyn,clinical
C1319269,Platelet associated immunoglobulin G,"aapp,gngm,imft",biological
C0581339,Scalp infection,dsyn,clinical
C0522383,Haemophilus influenzae type f,bact,pathogen
C0042974,von Willebrand Disease,dsyn,clinical
C0073688,Rubidazone,"antb,orch",biological
C0010557,Ancitabine,"orch,phsu",biological
C0016542,Foreign Bodies,inpo,biological
C0315056,Cardiobacterium hominis,bact,pathogen
C2960101,Lymphomatous infiltration,neop,biological
C0836189,Capillary plexus,bpoc,location
C0025166,Megakaryocytes,cell,biological
C1260954,Morphologically altered structure,anab,biological
C0221082,adverse effect due to surgery,fndg,clinical
C0227192,Inferior esophageal sphincter structure,bpoc,location
C0245712,isoglutamine,"aapp,gngm",biological
C0019357,Keratitis  Herpetic,dsyn,clinical
C3845644,Full loss,fndg,clinical
C0441503,primary closure,topp,clinical
C1141927,wound sepsis,dsyn,clinical
C0184967,Insertion of pack  procedure ,topp,clinical
C4075512,Flap necrosis,dsyn,clinical
C0037297,Skin Transplantation,topp,clinical
C0024262,Lymphocyte Activation,celf,biological
C2267003,Increased Immunologic Activity  PE ,phsf,biological
C0865440, non specific  purulent meningitis,dsyn,clinical
C1443953,Acute viral disease,dsyn,clinical
C4289590,Endogenous Infection,dsyn,clinical
C0000727,Abdomen  Acute,sosy,clinical
C1142423,Bacteremia due to Staphylococcus aureus,dsyn,clinical
C1426843,SLC22A16 gene,"gngm,aapp",biological
C0343438,Septicemic melioidosis,dsyn,clinical
C0033819,Burkholderia pseudomallei,bact,pathogen
C0544779,Diffuse acute inflammation,patf,clinical
C1136352,Genetic Structures,"gngm,aapp",biological
C0017160,Gastroenteritis,dsyn,clinical
C0009068,Closure by suture,topp,clinical
C0227760,labium majus,bpoc,location
C0563594,High temperature of physical object,phpr,biological
C1096446,slight fever,sosy,clinical
C1442155,IgM Ab,"aapp,gngm,imft",biological
C0069180,O Antigens,"imft,orch",biological
C0017675,Glossitis,dsyn,clinical
C0035691,RNA Viruses,virs,pathogen
C1183428,Solocyte,cell,biological
C0334674,Acute panmyelosis with myelofibrosis,neop,biological
C0206465,Leukemia Virus  Gibbon Ape,virs,pathogen
C0235344,BUCCAL MUCOUS MEMBRANE ULCERATION,fndg,clinical
C0598894,Monocytic leukemia,neop,biological
C0010702,Cystoscopy,diap,clinical
C0020974,passive immunization procedure,topp,clinical
C0700225,Serum creatinine raised,fndg,clinical
C0027551,Needle device,medd,clinical
C0181976,intravenous needles,medd,clinical
C0000981,Acetazolamide,"orch,phsu",biological
C0017696,Glucans,"orch,phsu",biological
C0848084,Necrosis of kidney,patf,clinical
C0742395,Cholestasis  chronic,dsyn,clinical
C1414134,DPEP1 gene,"gngm,aapp",biological
C1285498,Vegetation,anab,biological
C0920703,gastrointestinal sign,sosy,clinical
C0011744,Deuterium,elii,biological
C0318158,Group C streptococcus,bact,pathogen
C2930471,Bilateral Wilms Tumor,dsyn,clinical
C0005424,Biliary Tract Diseases,dsyn,clinical
C0008018,Chemotaxis,celf,biological
C0003129,Anoxemia,sosy,clinical
C0596981,Muscle Cells,cell,biological
C0599732,cell injury,comd,biological
C3543842,TONICS,phsu,biological
C0947487,Peripheral vessels,bpoc,location
C0162323,Polyarthritis,dsyn,clinical
C0276029,Septicemia due to hemophilus influenzae  H  influenzae ,dsyn,clinical
C2721732,Disseminated Mycobacterium Avium Infection,dsyn,clinical
C0349533,Lymphoma of intestine,neop,biological
C0014245,Endoscopy  procedure ,diap,clinical
C0031152,Creation of peritoneovascular shunt,topp,clinical
C0220656,Malignant ascites,neop,biological
C3840170,Centrifugation technique,resa,biological
C1335779,Retroperitoneal Lymphoma,neop,biological
C0033416,Promyelocytes,cell,biological
C0577288,Spleen absent,fndg,clinical
C0442023,Lymphoreticular,spco,location
C0266840,External gastrointestinal fistula,anab,biological
C0015726,Fear  Mental Process ,menp,clinical
C0599786,pollutant,hops,biological
C0742606,Benign polyp of colon,neop,biological
C0445377,Venous line,medd,clinical
C0007703,Centrifugation,lbpr,clinical
C0007541,Cefamandole,"antb,orch",biological
C0276028,Haemophilus influenzae meningitis,dsyn,clinical
C2587184,fibrinogen concentrate  human ,"aapp,gngm,phsu",biological
C0009440,Common Bile Duct Diseases,dsyn,clinical
C0221390,Non Bacterial Thrombotic Endocarditis,dsyn,clinical
C0003868,Arthritis  Gouty,dsyn,clinical
C0086509,Kininogen,"aapp,gngm,enzy",biological
C0002501,Amikacin Sulfate,"antb,orch",biological
C0520510,Materials,sbst,biological
C0206659,Embryonal Carcinoma,neop,biological
C0430572,Delayed hypersensitivity skin test,diap,clinical
C0017662,Glomerulonephritis  Membranoproliferative,dsyn,clinical
C4313225,Interstitial infiltrates,fndg,clinical
C0006277,Bronchitis,dsyn,clinical
C2748254,Corynebacterium equi infection,dsyn,clinical
C0037592,Soil,sbst,biological
C2826210,Complete Recovery,fndg,clinical
C0025250,Neprilysin,"aapp,gngm,enzy",biological
C0038425,Streptomycin,"antb,orch",biological
C1519560,Total Nodal Irradiation,topp,clinical
C0003233,Antibiotics  Aminoglycoside,"antb,orch",biological
C0240074,recurrent jaundice,fndg,clinical
C0030693,Patient Isolation,topp,clinical
C1265277,Pseudomonas species,bact,pathogen
C1545588,Protection,fndg,clinical
C0582175,Surgeon,"prog,humn",clinical
C0002940,Aneurysm,anab,biological
C0040106,Thymosin,"aapp,gngm,horm",biological
C0175727,Stimulator,medd,clinical
C0035863,Rosette formation,fndg,clinical
C0024884,Mastectomy  Radical,topp,clinical
C0221025,Kasabach Merritt syndrome,dsyn,clinical
C0275650,Gonococcemia,dsyn,clinical
C0017455,Geotrichosis,dsyn,clinical
C0017601,Glaucoma,dsyn,clinical
C0085113,NF1 gene,"gngm,aapp",biological
C0267792,hepatobiliary disease,dsyn,clinical
C0193504,Endoscopic retrograde cholangiography,diap,clinical
C0028405,North America,geoa,location
C0011633,Dermatomyositis,dsyn,clinical
C1399819,Humoral immunodeficiency,dsyn,clinical
C2004459,Abdominoperineal resection,topp,clinical
C0740463,Biopsy of bronchus,diap,clinical
C0267917,Acute cholangitis,dsyn,clinical
C0592198,Trasylol,"aapp,gngm,phsu",biological
C1096421,Subclavian catheter insertion,hlca,clinical
C0038530,Structure of subclavian artery,bpoc,location
C0018671,Head and Neck Neoplasms,neop,biological
C0020505,Hyperphagia,fndg,clinical
C0521447,nuclear,spco,location
C0003847,Structure of arteriole,bpoc,location
C3533107,Microscopic method,lbpr,clinical
C0264694,Chronic myocardial ischemia,dsyn,clinical
C0333548,Acute infarct,patf,clinical
C1510446,Acute ischemic heart disease,dsyn,clinical
C0030965,Peptococcus,bact,pathogen
C0189391,Fiberoptic bronchoscopy,diap,clinical
C0026936,Mycoplasma Infections,dsyn,clinical
C0338397,Pseudomonas meningitis,dsyn,clinical
C1517926,Localized Lesion,fndg,clinical
C0007965,Chediak Higashi Syndrome,dsyn,clinical
C0430303,Nitro Blue tetrazolium assay,lbpr,clinical
C0271650,Impaired glucose tolerance,dsyn,clinical
C1855771,Immune Deficiency Disease,dsyn,clinical
C0029166,Oral Manifestations,sosy,clinical
C1409726,Shigella Septicaemia,dsyn,clinical
C0317926,Pasteurella pneumotropica,bact,pathogen
C0014272,Energy Metabolism,phsf,biological
C1149888,alkaline phosphatase activity,moft,biological
C0282002,Superficial Infection,dsyn,clinical
C0149770,Rectal abscess,patf,clinical
C0010214,Countercurrent electrophoresis measurement,lbpr,clinical
C1541907,Beta hemolytic Streptococcus  group A,bact,pathogen
C2936329,Asymptomatic Diseases,dsyn,clinical
C0392411,Acinetobacter lwoffi,bact,pathogen
C0117669,fibrin fibrinogen related antigen,"aapp,gngm,imft",biological
C0004247,Structure of atrioventricular node,bpoc,location
C0020711,Hysterotomy,topp,clinical
C0679628,blood modification,topp,clinical
C0317739,Moraxella lacunata,bact,pathogen
C0227666,Renal pelvis,bpoc,location
C0022714,Kinins,"aapp,gngm,bacs",biological
C0181981,Scalp vein needle,medd,clinical
C0085394,Serratia Infections,dsyn,clinical
C0020852,Immunoglobulin G,"aapp,gngm,imft,phsu",biological
C1140680,Malignant neoplasm of ovary,neop,biological
C1514725,Rare Lesion,fndg,clinical
C0183292,Ventriculoatrial shunt,medd,clinical
C0391845,Lysosomal enzyme,"aapp,gngm,enzy",biological
C0025293,Meningitis  Listeria,dsyn,clinical
C0031441,Phenoxybenzamine,"orch,phsu",biological
C3242770,Medical Laboratory,"hcro,mnob",clinical
C0349009,Candidal septicemia,dsyn,clinical
C0344329,Collapse  finding ,fndg,clinical
C0678128,Friend leukemia,neop,biological
C0025472,Mesenteric Vascular Occlusion,dsyn,clinical
C0151693,Adrenal hemorrhage,dsyn,clinical
C0016410,Folic Acid,"orch,phsu,vita",biological
C0023899,Liver Extract,"orch,phsu",biological
C0042845,Vitamin B 12,"orch,phsu,vita",biological
C0039871,Thiotepa,"hops,orch,phsu",biological
C0034530,Radiation injury,inpo,biological
C0036035,Sacrococcygeal Region,blor,location
C0010481,Cushing Syndrome,dsyn,clinical
C0226942,External lower lip,bpoc,location
C0205875,Papillomatosis,neop,biological
C0227813,Body of uterus,bpoc,location
C0035411,Rhabdomyoma,neop,biological
C0272138,Erythroblastosis,dsyn,clinical
C0079748,Precursor cell lymphoblastic lymphoma,neop,biological
C0043121,Wernicke Encephalopathy,dsyn,clinical
C2355627,Ventricle,bpoc,location
C0013831,Electrolyte Balance,orgf,biological
C0024416,Macrodex,"orch,phsu",biological
C0225784,Left pleura,bpoc,location
C4028326,30 days,tmco,clinical
C0317895,Neisseria macacae,bact,pathogen
C1304451,Ischemic gangrene,dsyn,clinical
C0019046,Hemoglobin,"aapp,gngm,bacs",biological
C0949366,Vulnerable Populations,"popg,humn",clinical
C3641827,Agree,fndg,clinical
C0007587,Cell Death,celf,biological
C1516341,Cell Death Signaling Process,moft,biological
C2960635,Carbapenem resistant Klebsiella pneumoniae,bact,pathogen
C0667477,TNFRSF11A protein  human,"aapp,gngm,bacs",biological
C1832073,Handling,fndg,clinical
C0596993,Myeloid Progenitor Cells,cell,biological
C1314650,SUPPLY  NOT OTHERWISE SPECIFIED,medd,clinical
C1960397,Philadelphia chromosome positive acute lymphoblastic leukemia,neop,biological
C1709527,B Acute Lymphoblastic Leukemia with t 9 22  q34 1 q11 2   BCR ABL1,neop,biological
C0682287,nursing home resident,"popg,humn",clinical
C0001792,Elderly  population group ,"popg,humn",clinical
C0004391,Autophagy,celf,biological
C0009319,Colitis,dsyn,clinical
C0105770,beta catenin,"aapp,gngm,bacs",biological
C0033137,Primary Health Care,hlca,clinical
C0008307,Cholangiography,diap,clinical
C0332219,Easy,fndg,clinical
C0242648,Vertical Disease Transmission,patf,clinical
C1425360,CD244 gene,"gngm,aapp",biological
C2986594,Mouse Model,emod,biological
C0016169,pathologic fistula,anab,biological
C4505038,Transanal Minimally Invasive Surgery,topp,clinical
C0023907,Liver Regeneration,ortf,biological
C1326120,cell activation,celf,biological
C0920288,C KIT Gene,"gngm,aapp",biological
C0086447,Ileal Pouches,acab,clinical
C2584321,Reaching,orgf,biological
C0150775,Social Networks,"popg,humn",clinical
C0563247,Blood blister,acab,clinical
C1299448,Patient ventilated,fndg,clinical
C1266091,Thymoma  type A,neop,biological
C1635274,Methicillin susceptible Staphylococcus aureus,bact,pathogen
C0599752,intestinal bacteria,bact,pathogen
C0017952,Glycolysis,moft,biological
C0334277,Adenocarcinoma  metastatic,neop,biological
C0001554,Administration occupational activities,ocac,clinical
C0679646,Participant,"popg,humn",clinical
C0231178,Chronic failure,patf,clinical
C1425993,NCR3 gene,"gngm,aapp",biological
C0026933,Mycophenolic Acid,"antb,orch",biological
C0034510,Racial group,"popg,humn",clinical
C0015018,Ethiodized Oil,"irda,orch",biological
C1300818,Necrotic tumor,neop,biological
C0010362,Cross Sectional Studies,resa,biological
C1444007,Biphasic disease,dsyn,clinical
C0314748,Gram positive spore forming bacillus,bact,pathogen
C0036375,School,"mnob,orgt",clinical
C0034374,Quail,bird,biological
C0325912,Columbidae,bird,biological
C1441613,Immune diffusion,lbpr,clinical
C0040704,Transient Population Group,"popg,humn",clinical
C0005595,Aves,bird,biological
C0679381,Pediatric Disorder,dsyn,clinical
C1149245,actin binding,moft,biological
C0151857,Pleocytosis,dsyn,clinical
C0033011,Pregnant Women,"popg,humn",clinical
C0871463,surgical patients,"podg,humn",clinical
C1516114,BALB cJ Mouse,mamm,target
C0852949,Arteriopathic disease,dsyn,clinical
C0855073,Undifferentiated  Embryonal  Sarcoma,neop,biological
C0544452,Disease remission,fndg,clinical
C0026640,Mouth Neoplasms,neop,biological
C0343967,Disseminated basidiobolomycosis,dsyn,clinical
C0085808,Aneurysm  Mycotic,dsyn,clinical
C0061856,Gram s stain,"irda,orch",biological
C0162493,Transcriptional Activation,genf,biological
C0598934,tumor growth,neop,biological
C0241315,Swiss,"popg,humn",clinical
C0194825,Radical retropubic prostatectomy,topp,clinical
C0441139,Suction drain,medd,clinical
C0023798,Lipoma,neop,biological
C2945614,lactamase,"aapp,gngm,enzy",biological
C3898221,Multiparametric Magnetic Resonance Imaging,diap,clinical
C0151664,Gastrointestinal perforation,dsyn,clinical
C0205076,Chest wall structure,bpoc,location
C0854988,Adenocarcinoma of lung  stage IV,neop,biological
C1333190,Cystic Neoplasm,neop,biological
C0240951,Scandinavian,"popg,humn",clinical
C3658298,External Lateral Ligament,bpoc,location
C3179133,Unrelated Donors,"popg,humn",clinical
C0278307,Colorectostomy,topp,clinical
C0459800,Vibration   physical agent,npop,biological
C0007457,Caucasoid Race,"popg,humn",clinical
C0596019,Chloride Ion,elii,biological
C3280470,Benign condition,fndg,clinical
C4082285,Insulin Receptor Related Receptor  human,"aapp,gngm,enzy,rcpt",biological
C1059782,Bordetella trematum,bact,pathogen
C0037285,Skin Manifestations,sosy,clinical
C4023452,Elevated C reactive protein level,fndg,clinical
C2615195,Wohlfahrtiimonas chitiniclastica,bact,pathogen
C0524337,Elderly man,"aggp,humn",clinical
C3845748,Hematologic complication,fndg,clinical
C1518527,Observational Study,resa,biological
C0333307,Superficial ulcer,acab,clinical
C0206695,Carcinoma  Neuroendocrine,neop,biological
C0597192,peptide hormone,"aapp,gngm,horm",biological
C0280039,pyrimidine analog,"nnon,phsu",biological
C2945710,resistance genes,"gngm,aapp",biological
C0220668,Congenital contractural arachnodactyly,cgab,clinical
C0870602,geriatric patients,"podg,humn",clinical
C0746731,Acute myocardial ischemia,dsyn,clinical
C0232090,Abnormal cardiovascular function,fndg,clinical
C1704259,Biochemical Pathway,moft,biological
C0454664,Country,geoa,location
C1516211,Cancer Model,emod,biological
C4505129,Superiority Trial,resa,biological
C0333641,Atrophic,patf,clinical
C0035203,Respiration,phsf,biological
C4021734,Abnormality of mitochondrial metabolism,fndg,clinical
C0151526,Premature Birth,patf,clinical
C0694571,extranodal lymphoma,neop,biological
C0065054,lipopolysaccharide binding protein,"aapp,gngm,bacs",biological
C0029016,Oncogenes,"gngm,aapp",biological
C2985505,Retrospective Cohort Study,resa,biological
C1443890,MacConkey agar,"irda,orch,phsu",biological
C0596263,Carcinogenesis,neop,biological
C0729524,Bacterial urinary infection,dsyn,clinical
C0056182,Complement 3b Receptor,"aapp,gngm,imft,rcpt",biological
C0001963,Methanol,"hops,orch",biological
C0153434,Malignant neoplasm of transverse colon,neop,biological
C0524338,Elderly woman,"aggp,humn",clinical
C1709709,Prospective Cohort Study,resa,biological
C0010294,Creatinine,"bacs,orch",biological
C0086692,Benign Neoplasm,neop,biological
C0031039,Pericardial effusion,dsyn,clinical
C0242845,Ultrasonography  Doppler  Duplex,diap,clinical
C0310255,survive,phsu,biological
C0549099,Perforation  observation ,fndg,clinical
C0015031,Ethnic group,"popg,humn",clinical
